Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
0-4 yr,1 wk ahead,Bin,percent,3.8,3.9,0.0162
0-4 yr,1 wk ahead,Bin,percent,3.9,4,0.0162
0-4 yr,1 wk ahead,Bin,percent,4,4.1,0.0107
0-4 yr,1 wk ahead,Bin,percent,4.1,4.2,0.0161
0-4 yr,1 wk ahead,Bin,percent,4.2,4.3,0.0116
0-4 yr,1 wk ahead,Bin,percent,4.3,4.4,0.0169
0-4 yr,1 wk ahead,Bin,percent,4.4,4.5,0.0115
0-4 yr,1 wk ahead,Bin,percent,4.5,4.6,0.0124
0-4 yr,1 wk ahead,Bin,percent,4.6,4.7,0.0078
0-4 yr,1 wk ahead,Bin,percent,4.7,4.8,0.0123
0-4 yr,1 wk ahead,Bin,percent,4.8,4.9,0.0122
0-4 yr,1 wk ahead,Bin,percent,4.9,5,0.0068
0-4 yr,1 wk ahead,Bin,percent,5,5.1,0.0049
0-4 yr,1 wk ahead,Bin,percent,5.1,5.2,0.0094
0-4 yr,1 wk ahead,Bin,percent,5.2,5.3,0.012
0-4 yr,1 wk ahead,Bin,percent,5.3,5.4,0.0111
0-4 yr,1 wk ahead,Bin,percent,5.4,5.5,0.0056
0-4 yr,1 wk ahead,Bin,percent,5.5,5.6,0.0065
0-4 yr,1 wk ahead,Bin,percent,5.6,5.7,0.0091
0-4 yr,1 wk ahead,Bin,percent,5.7,5.8,0.0091
0-4 yr,1 wk ahead,Bin,percent,5.8,5.9,0.0054
0-4 yr,1 wk ahead,Bin,percent,5.9,6,0.0081
0-4 yr,1 wk ahead,Bin,percent,6,6.1,0.0089
0-4 yr,1 wk ahead,Bin,percent,6.1,6.2,0.0098
0-4 yr,1 wk ahead,Bin,percent,6.2,6.3,0.007
0-4 yr,1 wk ahead,Bin,percent,6.3,6.4,0.0052
0-4 yr,1 wk ahead,Bin,percent,6.4,6.5,0.0051
0-4 yr,1 wk ahead,Bin,percent,6.5,6.6,0.006
0-4 yr,1 wk ahead,Bin,percent,6.6,6.7,0.0068
0-4 yr,1 wk ahead,Bin,percent,6.7,6.8,0.0023
0-4 yr,1 wk ahead,Bin,percent,6.8,6.9,0.0095
0-4 yr,1 wk ahead,Bin,percent,6.9,7,0.0094
0-4 yr,1 wk ahead,Bin,percent,7,7.1,0.0058
0-4 yr,1 wk ahead,Bin,percent,7.1,7.2,0.0058
0-4 yr,1 wk ahead,Bin,percent,7.2,7.3,0.0075
0-4 yr,1 wk ahead,Bin,percent,7.3,7.4,0.003
0-4 yr,1 wk ahead,Bin,percent,7.4,7.5,0.0012
0-4 yr,1 wk ahead,Bin,percent,7.5,7.6,0.0047
0-4 yr,1 wk ahead,Bin,percent,7.6,7.7,0.0038
0-4 yr,1 wk ahead,Bin,percent,7.7,7.8,0.0038
0-4 yr,1 wk ahead,Bin,percent,7.8,7.9,0.0011
0-4 yr,1 wk ahead,Bin,percent,7.9,8,0.0019
0-4 yr,1 wk ahead,Bin,percent,8,8.1,0.0028
0-4 yr,1 wk ahead,Bin,percent,8.1,8.2,0.0028
0-4 yr,1 wk ahead,Bin,percent,8.2,8.3,0.0019
0-4 yr,1 wk ahead,Bin,percent,8.3,8.4,0.0037
0-4 yr,1 wk ahead,Bin,percent,8.4,8.5,0.0037
0-4 yr,1 wk ahead,Bin,percent,8.5,8.6,0.0019
0-4 yr,1 wk ahead,Bin,percent,8.6,8.7,0.001
0-4 yr,1 wk ahead,Bin,percent,8.7,8.8,0.0027
0-4 yr,1 wk ahead,Bin,percent,8.8,8.9,0.0036
0-4 yr,1 wk ahead,Bin,percent,8.9,9,0.0018
0-4 yr,1 wk ahead,Bin,percent,9,9.1,0.0036
0-4 yr,1 wk ahead,Bin,percent,9.1,9.2,0.0018
0-4 yr,1 wk ahead,Bin,percent,9.2,9.3,9e-04
0-4 yr,1 wk ahead,Bin,percent,9.3,9.4,0.0027
0-4 yr,1 wk ahead,Bin,percent,9.4,9.5,0.0036
0-4 yr,1 wk ahead,Bin,percent,9.5,9.6,0.0036
0-4 yr,1 wk ahead,Bin,percent,9.6,9.7,0
0-4 yr,1 wk ahead,Bin,percent,9.7,9.8,0.0018
0-4 yr,1 wk ahead,Bin,percent,9.8,9.9,0
0-4 yr,1 wk ahead,Bin,percent,9.9,10,0.0027
0-4 yr,1 wk ahead,Bin,percent,10,10.1,9e-04
0-4 yr,1 wk ahead,Bin,percent,10.1,10.2,9e-04
0-4 yr,1 wk ahead,Bin,percent,10.2,10.3,0
0-4 yr,1 wk ahead,Bin,percent,10.3,10.4,0.0018
0-4 yr,1 wk ahead,Bin,percent,10.4,10.5,0.0018
0-4 yr,1 wk ahead,Bin,percent,10.5,10.6,0
0-4 yr,1 wk ahead,Bin,percent,10.6,10.7,0
0-4 yr,1 wk ahead,Bin,percent,10.7,10.8,0
0-4 yr,1 wk ahead,Bin,percent,10.8,10.9,9e-04
0-4 yr,1 wk ahead,Bin,percent,10.9,11,0
0-4 yr,1 wk ahead,Bin,percent,11,11.1,0
0-4 yr,1 wk ahead,Bin,percent,11.1,11.2,0.0036
0-4 yr,1 wk ahead,Bin,percent,11.2,11.3,0
0-4 yr,1 wk ahead,Bin,percent,11.3,11.4,9e-04
0-4 yr,1 wk ahead,Bin,percent,11.4,11.5,0
0-4 yr,1 wk ahead,Bin,percent,11.5,11.6,0.0018
0-4 yr,1 wk ahead,Bin,percent,11.6,11.7,0
0-4 yr,1 wk ahead,Bin,percent,11.7,11.8,0
0-4 yr,1 wk ahead,Bin,percent,11.8,11.9,9e-04
0-4 yr,1 wk ahead,Bin,percent,11.9,12,9e-04
0-4 yr,1 wk ahead,Bin,percent,12,12.1,9e-04
0-4 yr,1 wk ahead,Bin,percent,12.1,12.2,9e-04
0-4 yr,1 wk ahead,Bin,percent,12.2,12.3,9e-04
0-4 yr,1 wk ahead,Bin,percent,12.3,12.4,0
0-4 yr,1 wk ahead,Bin,percent,12.4,12.5,0
0-4 yr,1 wk ahead,Bin,percent,12.5,12.6,9e-04
0-4 yr,1 wk ahead,Bin,percent,12.6,12.7,9e-04
0-4 yr,1 wk ahead,Bin,percent,12.7,12.8,9e-04
0-4 yr,1 wk ahead,Bin,percent,12.8,12.9,0
0-4 yr,1 wk ahead,Bin,percent,12.9,13,0.0207
0-4 yr,1 wk ahead,Bin,percent,13,100,0
0-4 yr,1 wk ahead,Point,percent,NA,NA,4
0-4 yr,2 wk ahead,Bin,percent,0,0.1,0.0015
0-4 yr,2 wk ahead,Bin,percent,0.1,0.2,0.0025
0-4 yr,2 wk ahead,Bin,percent,0.2,0.3,0.0089
0-4 yr,2 wk ahead,Bin,percent,0.3,0.4,0.0116
0-4 yr,2 wk ahead,Bin,percent,0.4,0.5,0.0224
0-4 yr,2 wk ahead,Bin,percent,0.5,0.6,0.0178
0-4 yr,2 wk ahead,Bin,percent,0.6,0.7,0.0312
0-4 yr,2 wk ahead,Bin,percent,0.7,0.8,0.0365
0-4 yr,2 wk ahead,Bin,percent,0.8,0.9,0.0399
0-4 yr,2 wk ahead,Bin,percent,0.9,1,0.0415
0-4 yr,2 wk ahead,Bin,percent,1,1.1,0.0368
0-4 yr,2 wk ahead,Bin,percent,1.1,1.2,0.0385
0-4 yr,2 wk ahead,Bin,percent,1.2,1.3,0.0374
0-4 yr,2 wk ahead,Bin,percent,1.3,1.4,0.0365
0-4 yr,2 wk ahead,Bin,percent,1.4,1.5,0.0328
0-4 yr,2 wk ahead,Bin,percent,1.5,1.6,0.0527
0-4 yr,2 wk ahead,Bin,percent,1.6,1.7,0.0257
0-4 yr,2 wk ahead,Bin,percent,1.7,1.8,0.0321
0-4 yr,2 wk ahead,Bin,percent,1.8,1.9,0.0188
0-4 yr,2 wk ahead,Bin,percent,1.9,2,0.0288
0-4 yr,2 wk ahead,Bin,percent,2,2.1,0.0307
0-4 yr,2 wk ahead,Bin,percent,2.1,2.2,0.0201
0-4 yr,2 wk ahead,Bin,percent,2.2,2.3,0.0238
0-4 yr,2 wk ahead,Bin,percent,2.3,2.4,0.0294
0-4 yr,2 wk ahead,Bin,percent,2.4,2.5,0.0232
0-4 yr,2 wk ahead,Bin,percent,2.5,2.6,0.0181
0-4 yr,2 wk ahead,Bin,percent,2.6,2.7,0.0165
0-4 yr,2 wk ahead,Bin,percent,2.7,2.8,0.024
0-4 yr,2 wk ahead,Bin,percent,2.8,2.9,0.0154
0-4 yr,2 wk ahead,Bin,percent,2.9,3,0.0103
0-4 yr,2 wk ahead,Bin,percent,3,3.1,0.017
0-4 yr,2 wk ahead,Bin,percent,3.1,3.2,0.0119
0-4 yr,2 wk ahead,Bin,percent,3.2,3.3,0.0147
0-4 yr,2 wk ahead,Bin,percent,3.3,3.4,0.0121
0-4 yr,2 wk ahead,Bin,percent,3.4,3.5,0.0084
0-4 yr,2 wk ahead,Bin,percent,3.5,3.6,0.0108
0-4 yr,2 wk ahead,Bin,percent,3.6,3.7,0.0159
0-4 yr,2 wk ahead,Bin,percent,3.7,3.8,0.0128
0-4 yr,2 wk ahead,Bin,percent,3.8,3.9,0.0107
0-4 yr,2 wk ahead,Bin,percent,3.9,4,0.0076
0-4 yr,2 wk ahead,Bin,percent,4,4.1,0.0064
0-4 yr,2 wk ahead,Bin,percent,4.1,4.2,0.008
0-4 yr,2 wk ahead,Bin,percent,4.2,4.3,0.0096
0-4 yr,2 wk ahead,Bin,percent,4.3,4.4,0.0077
0-4 yr,2 wk ahead,Bin,percent,4.4,4.5,0.0094
0-4 yr,2 wk ahead,Bin,percent,4.5,4.6,0.003
0-4 yr,2 wk ahead,Bin,percent,4.6,4.7,0.0065
0-4 yr,2 wk ahead,Bin,percent,4.7,4.8,0.0054
0-4 yr,2 wk ahead,Bin,percent,4.8,4.9,0.0026
0-4 yr,2 wk ahead,Bin,percent,4.9,5,0.0042
0-4 yr,2 wk ahead,Bin,percent,5,5.1,0.0014
0-4 yr,2 wk ahead,Bin,percent,5.1,5.2,0.0049
0-4 yr,2 wk ahead,Bin,percent,5.2,5.3,3e-04
0-4 yr,2 wk ahead,Bin,percent,5.3,5.4,0.002
0-4 yr,2 wk ahead,Bin,percent,5.4,5.5,0.0019
0-4 yr,2 wk ahead,Bin,percent,5.5,5.6,0.001
0-4 yr,2 wk ahead,Bin,percent,5.6,5.7,0.0027
0-4 yr,2 wk ahead,Bin,percent,5.7,5.8,0
0-4 yr,2 wk ahead,Bin,percent,5.8,5.9,9e-04
0-4 yr,2 wk ahead,Bin,percent,5.9,6,9e-04
0-4 yr,2 wk ahead,Bin,percent,6,6.1,0.0018
0-4 yr,2 wk ahead,Bin,percent,6.1,6.2,0
0-4 yr,2 wk ahead,Bin,percent,6.2,6.3,0.0019
0-4 yr,2 wk ahead,Bin,percent,6.3,6.4,0.0028
0-4 yr,2 wk ahead,Bin,percent,6.4,6.5,1e-04
0-4 yr,2 wk ahead,Bin,percent,6.5,6.6,2e-04
0-4 yr,2 wk ahead,Bin,percent,6.6,6.7,0.0012
0-4 yr,2 wk ahead,Bin,percent,6.7,6.8,0.0031
0-4 yr,2 wk ahead,Bin,percent,6.8,6.9,0.0015
0-4 yr,2 wk ahead,Bin,percent,6.9,7,7e-04
0-4 yr,2 wk ahead,Bin,percent,7,7.1,0.0017
0-4 yr,2 wk ahead,Bin,percent,7.1,7.2,9e-04
0-4 yr,2 wk ahead,Bin,percent,7.2,7.3,0.001
0-4 yr,2 wk ahead,Bin,percent,7.3,7.4,0.0019
0-4 yr,2 wk ahead,Bin,percent,7.4,7.5,0.0019
0-4 yr,2 wk ahead,Bin,percent,7.5,7.6,0.0018
0-4 yr,2 wk ahead,Bin,percent,7.6,7.7,0.0017
0-4 yr,2 wk ahead,Bin,percent,7.7,7.8,0.0016
0-4 yr,2 wk ahead,Bin,percent,7.8,7.9,0.0015
0-4 yr,2 wk ahead,Bin,percent,7.9,8,4e-04
0-4 yr,2 wk ahead,Bin,percent,8,8.1,3e-04
0-4 yr,2 wk ahead,Bin,percent,8.1,8.2,2e-04
0-4 yr,2 wk ahead,Bin,percent,8.2,8.3,0.001
0-4 yr,2 wk ahead,Bin,percent,8.3,8.4,1e-04
0-4 yr,2 wk ahead,Bin,percent,8.4,8.5,1e-04
0-4 yr,2 wk ahead,Bin,percent,8.5,8.6,0
0-4 yr,2 wk ahead,Bin,percent,8.6,8.7,0
0-4 yr,2 wk ahead,Bin,percent,8.7,8.8,0
0-4 yr,2 wk ahead,Bin,percent,8.8,8.9,0
0-4 yr,2 wk ahead,Bin,percent,8.9,9,0
0-4 yr,2 wk ahead,Bin,percent,9,9.1,0
0-4 yr,2 wk ahead,Bin,percent,9.1,9.2,0
0-4 yr,2 wk ahead,Bin,percent,9.2,9.3,0
0-4 yr,2 wk ahead,Bin,percent,9.3,9.4,0
0-4 yr,2 wk ahead,Bin,percent,9.4,9.5,9e-04
0-4 yr,2 wk ahead,Bin,percent,9.5,9.6,9e-04
0-4 yr,2 wk ahead,Bin,percent,9.6,9.7,0
0-4 yr,2 wk ahead,Bin,percent,9.7,9.8,0
0-4 yr,2 wk ahead,Bin,percent,9.8,9.9,0
0-4 yr,2 wk ahead,Bin,percent,9.9,10,0
0-4 yr,2 wk ahead,Bin,percent,10,10.1,0
0-4 yr,2 wk ahead,Bin,percent,10.1,10.2,0
0-4 yr,2 wk ahead,Bin,percent,10.2,10.3,0
0-4 yr,2 wk ahead,Bin,percent,10.3,10.4,0
0-4 yr,2 wk ahead,Bin,percent,10.4,10.5,0
0-4 yr,2 wk ahead,Bin,percent,10.5,10.6,0
0-4 yr,2 wk ahead,Bin,percent,10.6,10.7,0
0-4 yr,2 wk ahead,Bin,percent,10.7,10.8,0
0-4 yr,2 wk ahead,Bin,percent,10.8,10.9,0
0-4 yr,2 wk ahead,Bin,percent,10.9,11,0
0-4 yr,2 wk ahead,Bin,percent,11,11.1,0
0-4 yr,2 wk ahead,Bin,percent,11.1,11.2,0
0-4 yr,2 wk ahead,Bin,percent,11.2,11.3,0
0-4 yr,2 wk ahead,Bin,percent,11.3,11.4,0
0-4 yr,2 wk ahead,Bin,percent,11.4,11.5,0
0-4 yr,2 wk ahead,Bin,percent,11.5,11.6,0
0-4 yr,2 wk ahead,Bin,percent,11.6,11.7,0
0-4 yr,2 wk ahead,Bin,percent,11.7,11.8,0
0-4 yr,2 wk ahead,Bin,percent,11.8,11.9,9e-04
0-4 yr,2 wk ahead,Bin,percent,11.9,12,9e-04
0-4 yr,2 wk ahead,Bin,percent,12,12.1,0
0-4 yr,2 wk ahead,Bin,percent,12.1,12.2,0
0-4 yr,2 wk ahead,Bin,percent,12.2,12.3,0
0-4 yr,2 wk ahead,Bin,percent,12.3,12.4,0
0-4 yr,2 wk ahead,Bin,percent,12.4,12.5,0
0-4 yr,2 wk ahead,Bin,percent,12.5,12.6,0
0-4 yr,2 wk ahead,Bin,percent,12.6,12.7,0
0-4 yr,2 wk ahead,Bin,percent,12.7,12.8,0
0-4 yr,2 wk ahead,Bin,percent,12.8,12.9,0
0-4 yr,2 wk ahead,Bin,percent,12.9,13,0
0-4 yr,2 wk ahead,Bin,percent,13,100,0
0-4 yr,2 wk ahead,Point,percent,NA,NA,2.1
0-4 yr,3 wk ahead,Bin,percent,0,0.1,6e-04
0-4 yr,3 wk ahead,Bin,percent,0.1,0.2,0.0017
0-4 yr,3 wk ahead,Bin,percent,0.2,0.3,0.0019
0-4 yr,3 wk ahead,Bin,percent,0.3,0.4,0.0039
0-4 yr,3 wk ahead,Bin,percent,0.4,0.5,0.0104
0-4 yr,3 wk ahead,Bin,percent,0.5,0.6,0.0069
0-4 yr,3 wk ahead,Bin,percent,0.6,0.7,0.015
0-4 yr,3 wk ahead,Bin,percent,0.7,0.8,0.0141
0-4 yr,3 wk ahead,Bin,percent,0.8,0.9,0.0159
0-4 yr,3 wk ahead,Bin,percent,0.9,1,0.0267
0-4 yr,3 wk ahead,Bin,percent,1,1.1,0.0303
0-4 yr,3 wk ahead,Bin,percent,1.1,1.2,0.0222
0-4 yr,3 wk ahead,Bin,percent,1.2,1.3,0.0257
0-4 yr,3 wk ahead,Bin,percent,1.3,1.4,0.0255
0-4 yr,3 wk ahead,Bin,percent,1.4,1.5,0.0335
0-4 yr,3 wk ahead,Bin,percent,1.5,1.6,0.0261
0-4 yr,3 wk ahead,Bin,percent,1.6,1.7,0.0233
0-4 yr,3 wk ahead,Bin,percent,1.7,1.8,0.0306
0-4 yr,3 wk ahead,Bin,percent,1.8,1.9,0.0253
0-4 yr,3 wk ahead,Bin,percent,1.9,2,0.0275
0-4 yr,3 wk ahead,Bin,percent,2,2.1,0.0288
0-4 yr,3 wk ahead,Bin,percent,2.1,2.2,0.033
0-4 yr,3 wk ahead,Bin,percent,2.2,2.3,0.0353
0-4 yr,3 wk ahead,Bin,percent,2.3,2.4,0.0232
0-4 yr,3 wk ahead,Bin,percent,2.4,2.5,0.0243
0-4 yr,3 wk ahead,Bin,percent,2.5,2.6,0.0315
0-4 yr,3 wk ahead,Bin,percent,2.6,2.7,0.0222
0-4 yr,3 wk ahead,Bin,percent,2.7,2.8,0.0218
0-4 yr,3 wk ahead,Bin,percent,2.8,2.9,0.0185
0-4 yr,3 wk ahead,Bin,percent,2.9,3,0.017
0-4 yr,3 wk ahead,Bin,percent,3,3.1,0.0165
0-4 yr,3 wk ahead,Bin,percent,3.1,3.2,0.0162
0-4 yr,3 wk ahead,Bin,percent,3.2,3.3,0.016
0-4 yr,3 wk ahead,Bin,percent,3.3,3.4,0.0087
0-4 yr,3 wk ahead,Bin,percent,3.4,3.5,0.0133
0-4 yr,3 wk ahead,Bin,percent,3.5,3.6,0.0082
0-4 yr,3 wk ahead,Bin,percent,3.6,3.7,0.0148
0-4 yr,3 wk ahead,Bin,percent,3.7,3.8,0.0125
0-4 yr,3 wk ahead,Bin,percent,3.8,3.9,0.013
0-4 yr,3 wk ahead,Bin,percent,3.9,4,0.0188
0-4 yr,3 wk ahead,Bin,percent,4,4.1,0.0082
0-4 yr,3 wk ahead,Bin,percent,4.1,4.2,0.0102
0-4 yr,3 wk ahead,Bin,percent,4.2,4.3,0.0129
0-4 yr,3 wk ahead,Bin,percent,4.3,4.4,0.0128
0-4 yr,3 wk ahead,Bin,percent,4.4,4.5,0.0134
0-4 yr,3 wk ahead,Bin,percent,4.5,4.6,0.0086
0-4 yr,3 wk ahead,Bin,percent,4.6,4.7,0.0055
0-4 yr,3 wk ahead,Bin,percent,4.7,4.8,0.0069
0-4 yr,3 wk ahead,Bin,percent,4.8,4.9,0.0066
0-4 yr,3 wk ahead,Bin,percent,4.9,5,0.0089
0-4 yr,3 wk ahead,Bin,percent,5,5.1,0.0042
0-4 yr,3 wk ahead,Bin,percent,5.1,5.2,0.0112
0-4 yr,3 wk ahead,Bin,percent,5.2,5.3,0.0065
0-4 yr,3 wk ahead,Bin,percent,5.3,5.4,0.0055
0-4 yr,3 wk ahead,Bin,percent,5.4,5.5,0.0028
0-4 yr,3 wk ahead,Bin,percent,5.5,5.6,0.0036
0-4 yr,3 wk ahead,Bin,percent,5.6,5.7,0.0081
0-4 yr,3 wk ahead,Bin,percent,5.7,5.8,0.0036
0-4 yr,3 wk ahead,Bin,percent,5.8,5.9,0.0063
0-4 yr,3 wk ahead,Bin,percent,5.9,6,0.0055
0-4 yr,3 wk ahead,Bin,percent,6,6.1,0.001
0-4 yr,3 wk ahead,Bin,percent,6.1,6.2,0.002
0-4 yr,3 wk ahead,Bin,percent,6.2,6.3,0.0012
0-4 yr,3 wk ahead,Bin,percent,6.3,6.4,0.0014
0-4 yr,3 wk ahead,Bin,percent,6.4,6.5,0.0025
0-4 yr,3 wk ahead,Bin,percent,6.5,6.6,0.0036
0-4 yr,3 wk ahead,Bin,percent,6.6,6.7,0.0064
0-4 yr,3 wk ahead,Bin,percent,6.7,6.8,0.0057
0-4 yr,3 wk ahead,Bin,percent,6.8,6.9,0.003
0-4 yr,3 wk ahead,Bin,percent,6.9,7,0.0021
0-4 yr,3 wk ahead,Bin,percent,7,7.1,0.0028
0-4 yr,3 wk ahead,Bin,percent,7.1,7.2,0.0036
0-4 yr,3 wk ahead,Bin,percent,7.2,7.3,0.0025
0-4 yr,3 wk ahead,Bin,percent,7.3,7.4,0.0014
0-4 yr,3 wk ahead,Bin,percent,7.4,7.5,0.003
0-4 yr,3 wk ahead,Bin,percent,7.5,7.6,0.0029
0-4 yr,3 wk ahead,Bin,percent,7.6,7.7,0.0028
0-4 yr,3 wk ahead,Bin,percent,7.7,7.8,1e-04
0-4 yr,3 wk ahead,Bin,percent,7.8,7.9,0
0-4 yr,3 wk ahead,Bin,percent,7.9,8,9e-04
0-4 yr,3 wk ahead,Bin,percent,8,8.1,0.0036
0-4 yr,3 wk ahead,Bin,percent,8.1,8.2,9e-04
0-4 yr,3 wk ahead,Bin,percent,8.2,8.3,0.0027
0-4 yr,3 wk ahead,Bin,percent,8.3,8.4,0
0-4 yr,3 wk ahead,Bin,percent,8.4,8.5,0.0027
0-4 yr,3 wk ahead,Bin,percent,8.5,8.6,9e-04
0-4 yr,3 wk ahead,Bin,percent,8.6,8.7,9e-04
0-4 yr,3 wk ahead,Bin,percent,8.7,8.8,0.0018
0-4 yr,3 wk ahead,Bin,percent,8.8,8.9,9e-04
0-4 yr,3 wk ahead,Bin,percent,8.9,9,0.0018
0-4 yr,3 wk ahead,Bin,percent,9,9.1,9e-04
0-4 yr,3 wk ahead,Bin,percent,9.1,9.2,9e-04
0-4 yr,3 wk ahead,Bin,percent,9.2,9.3,0
0-4 yr,3 wk ahead,Bin,percent,9.3,9.4,9e-04
0-4 yr,3 wk ahead,Bin,percent,9.4,9.5,0
0-4 yr,3 wk ahead,Bin,percent,9.5,9.6,0.0018
0-4 yr,3 wk ahead,Bin,percent,9.6,9.7,0
0-4 yr,3 wk ahead,Bin,percent,9.7,9.8,0.0018
0-4 yr,3 wk ahead,Bin,percent,9.8,9.9,0
0-4 yr,3 wk ahead,Bin,percent,9.9,10,0
0-4 yr,3 wk ahead,Bin,percent,10,10.1,0
0-4 yr,3 wk ahead,Bin,percent,10.1,10.2,0
0-4 yr,3 wk ahead,Bin,percent,10.2,10.3,0
0-4 yr,3 wk ahead,Bin,percent,10.3,10.4,0
0-4 yr,3 wk ahead,Bin,percent,10.4,10.5,0
0-4 yr,3 wk ahead,Bin,percent,10.5,10.6,9e-04
0-4 yr,3 wk ahead,Bin,percent,10.6,10.7,9e-04
0-4 yr,3 wk ahead,Bin,percent,10.7,10.8,0
0-4 yr,3 wk ahead,Bin,percent,10.8,10.9,0
0-4 yr,3 wk ahead,Bin,percent,10.9,11,0
0-4 yr,3 wk ahead,Bin,percent,11,11.1,0
0-4 yr,3 wk ahead,Bin,percent,11.1,11.2,0
0-4 yr,3 wk ahead,Bin,percent,11.2,11.3,9e-04
0-4 yr,3 wk ahead,Bin,percent,11.3,11.4,0
0-4 yr,3 wk ahead,Bin,percent,11.4,11.5,9e-04
0-4 yr,3 wk ahead,Bin,percent,11.5,11.6,0
0-4 yr,3 wk ahead,Bin,percent,11.6,11.7,0
0-4 yr,3 wk ahead,Bin,percent,11.7,11.8,9e-04
0-4 yr,3 wk ahead,Bin,percent,11.8,11.9,9e-04
0-4 yr,3 wk ahead,Bin,percent,11.9,12,0
0-4 yr,3 wk ahead,Bin,percent,12,12.1,9e-04
0-4 yr,3 wk ahead,Bin,percent,12.1,12.2,0
0-4 yr,3 wk ahead,Bin,percent,12.2,12.3,0
0-4 yr,3 wk ahead,Bin,percent,12.3,12.4,0
0-4 yr,3 wk ahead,Bin,percent,12.4,12.5,9e-04
0-4 yr,3 wk ahead,Bin,percent,12.5,12.6,0
0-4 yr,3 wk ahead,Bin,percent,12.6,12.7,0
0-4 yr,3 wk ahead,Bin,percent,12.7,12.8,9e-04
0-4 yr,3 wk ahead,Bin,percent,12.8,12.9,0
0-4 yr,3 wk ahead,Bin,percent,12.9,13,0.0081
0-4 yr,3 wk ahead,Bin,percent,13,100,0
0-4 yr,3 wk ahead,Point,percent,NA,NA,3
0-4 yr,4 wk ahead,Bin,percent,0,0.1,6e-04
0-4 yr,4 wk ahead,Bin,percent,0.1,0.2,7e-04
0-4 yr,4 wk ahead,Bin,percent,0.2,0.3,0.0017
0-4 yr,4 wk ahead,Bin,percent,0.3,0.4,9e-04
0-4 yr,4 wk ahead,Bin,percent,0.4,0.5,0.0011
0-4 yr,4 wk ahead,Bin,percent,0.5,0.6,0.0012
0-4 yr,4 wk ahead,Bin,percent,0.6,0.7,0.0032
0-4 yr,4 wk ahead,Bin,percent,0.7,0.8,0.0042
0-4 yr,4 wk ahead,Bin,percent,0.8,0.9,0.0052
0-4 yr,4 wk ahead,Bin,percent,0.9,1,0.0099
0-4 yr,4 wk ahead,Bin,percent,1,1.1,0.0064
0-4 yr,4 wk ahead,Bin,percent,1.1,1.2,0.0084
0-4 yr,4 wk ahead,Bin,percent,1.2,1.3,0.0103
0-4 yr,4 wk ahead,Bin,percent,1.3,1.4,0.0122
0-4 yr,4 wk ahead,Bin,percent,1.4,1.5,0.0158
